sequence,source_index,source_time_s,replay_cycle,capture_s,output_s,processing_ms,frame_age_ms,core_ms,distance_render_ms,depth_age_ms,depth_valid,depth_status,edge_pixels,valid_depth_edge_pixels
1112,32,3.2,9,215359.0849853,215359.0936215,8.163999998942018,8.63620001473464,4.922700027236715,2.0118000102229416,0.0,True,ok,4113,4113
1113,33,3.3000000000000003,9,215359.1188504,215359.1272045,7.816500001354143,8.354099991265684,4.681099992012605,1.9136000191792846,0.0,True,ok,4211,4211
1114,34,3.4000000000000004,9,215359.1521038,215359.160692,8.081900014076382,8.588199998484924,4.815299995243549,2.0324999932199717,0.0,True,ok,4198,4198
1115,35,3.5,9,215359.1852303,215359.1955476,9.751499979756773,10.317299980670214,4.825399984838441,2.291200013132766,0.0,True,ok,4125,4125
1116,36,3.6,9,215359.2188363,215359.2277124,8.144799998262897,8.876100007910281,4.764999990584329,2.1949999791104347,0.0,True,ok,4267,4267
1117,37,3.7,9,215359.2519596,215359.2609663,8.51179999881424,9.00670001283288,4.815899999812245,2.510699996491894,0.0,True,ok,3805,3805
1118,38,3.8000000000000003,9,215359.285219,215359.2941243,8.285500021884218,8.905299997422844,4.7673000080976635,2.3292000114452094,0.0,True,ok,3921,3921
1119,39,3.9000000000000004,9,215359.3188034,215359.3313411,11.647800012724474,12.537700007669628,6.1271000013221055,2.9402000072877854,0.0,True,ok,3864,3864
1120,40,4.0,9,215359.351899,215359.3613433,8.99619999108836,9.444299997994676,5.838000011863187,1.9673000206239522,0.0,True,ok,3828,3828
1121,41,4.1000000000000005,9,215359.3852556,215359.3943598,8.038400002988055,9.104199998546392,4.911800002446398,1.9275000086054206,0.0,True,ok,3659,3659
1122,42,4.2,9,215359.4188602,215359.4279446,8.370099996682256,9.084399993298575,4.822100017918274,2.2698999964632094,0.0,True,ok,3989,3989
1123,43,4.3,9,215359.4518841,215359.4605009,7.891299988841638,8.616799983428791,4.708699998445809,1.967399992281571,0.0,True,ok,4294,4294
1124,44,4.4,9,215359.4853663,215359.4945632,8.625099988421425,9.196899976814166,4.9146999954245985,2.370900008827448,0.0,True,ok,4623,4623
1125,45,4.5,9,215359.5189738,215359.5285499,8.906599978217855,9.576099982950836,5.024400015827268,2.609900024253875,0.0,True,ok,4708,4708
1126,46,4.6000000000000005,9,215359.5521417,215359.5609545,8.127699984470382,8.812799991574138,4.72779999836348,2.088099980028346,0.0,True,ok,4834,4834
1127,47,4.7,9,215359.5851931,215359.594799,8.921900007408112,9.605900006135926,5.214999982854351,2.258099993923679,0.0,True,ok,4677,4677
1128,48,4.800000000000001,9,215359.6185017,215359.6271675,7.750899996608496,8.665800007293,4.604099987773225,1.9415999995544553,33.308599988231435,True,ok,4591,4591
1129,49,4.9,9,215359.6520431,215359.6606004,8.082000014837831,8.557299996027723,4.787299985764548,2.0232000097166747,0.0,True,ok,4442,4442
1130,50,5.0,9,215359.6854651,215359.6940706,8.175800001481548,8.605500013800338,4.869900003541261,2.090099995257333,0.0,True,ok,4408,4408
1131,51,5.1000000000000005,9,215359.7184062,215359.7286598,9.605600003851578,10.253599990392104,5.486100009875372,2.5704000145196915,0.0,True,ok,4418,4418
1132,52,5.2,9,215359.7515508,215359.7603524,8.104599983198568,8.801599993603304,4.737099981866777,2.092800015816465,0.0,True,ok,4600,4600
1133,53,5.300000000000001,9,215359.7854927,215359.7939061,7.876999996369705,8.413400006247684,4.81959999888204,1.8233000009786338,0.0,True,ok,4489,4489
1134,54,5.4,9,215359.8184594,215359.8271442,8.168400003341958,8.684800006449223,4.745799989905208,2.106700005242601,0.0,True,ok,4625,4625
1135,55,5.5,9,215359.8518681,215359.8615212,8.508399972924963,9.653099987190217,5.009100015740842,2.2541000216733664,33.40869999374263,True,ok,4379,4379
1136,56,5.6000000000000005,9,215359.8851676,215359.8935966,7.817700010491535,8.429000008618459,4.524999996647239,2.0521999977063388,0.0,True,ok,4212,4212
1137,57,5.7,9,215359.9188321,215359.9293511,9.167999989585951,10.519000003114343,5.830799986142665,2.124100021319464,0.0,True,ok,4229,4229
1138,58,5.800000000000001,9,215359.9520818,215359.9609349,8.215700014261529,8.853100007399917,4.762299999129027,2.10829998832196,0.0,True,ok,4294,4294
1139,59,5.9,9,215359.9854916,215359.9946158,8.453900023596361,9.124200005317107,4.808099998626858,2.2557000047527254,0.0,True,ok,4337,4337
1140,60,6.0,9,215360.0186912,215360.0280388,8.672900003148243,9.347599989268929,5.010199995012954,2.415900002233684,0.0,True,ok,4334,4334
1141,61,6.1000000000000005,9,215360.0523024,215360.0610763,8.30289997975342,8.77389998640865,4.7747000062372535,2.2613999899476767,0.0,True,ok,4169,4169
1142,62,6.2,9,215360.0854222,215360.0940024,7.960499991895631,8.580199995776638,4.425999999511987,2.2376000124495476,0.0,True,ok,4172,4172
1143,63,6.300000000000001,9,215360.1185097,215360.1273135,8.330500015290454,8.80380001035519,4.805500007933006,2.2176999773364514,0.0,True,ok,4147,4147
1144,64,6.4,9,215360.1519182,215360.1604614,7.503600005293265,8.543200005078688,4.344199987826869,1.9179999944753945,33.40849999221973,True,ok,4178,4178
1145,65,6.5,9,215360.1854292,215360.1937771,7.877600000938401,8.347900002263486,4.571099998429418,2.035999990766868,0.0,True,ok,4169,4169
1146,66,6.6000000000000005,9,215360.2186581,215360.2275198,8.216100017307326,8.861700014676899,4.800099995918572,1.9826999923679978,0.0,True,ok,4168,4168
1147,67,6.7,9,215360.2521852,215360.2623245,9.572200011461973,10.139300022274256,5.78119998681359,2.499299996998161,0.0,True,ok,4086,4086
1148,68,6.800000000000001,9,215360.2854284,215360.2944087,8.353599987458438,8.980299986433238,4.720599972642958,2.3123999999370426,0.0,True,ok,4379,4379
1149,69,6.9,9,215360.3185616,215360.3272482,8.149499975843355,8.68659999105148,4.7728999925311655,2.04320001648739,0.0,True,ok,4282,4282
1150,70,7.0,9,215360.3521728,215360.3616367,8.541899995179847,9.463900001719594,5.035000009229407,2.2421999892685562,0.0,True,ok,4247,4247
1151,71,7.1000000000000005,9,215360.3852592,215360.393998,8.267100027296692,8.738800010178238,4.882700013695285,2.072300005238503,0.0,True,ok,4354,4354
1152,72,7.2,9,215360.4187133,215360.4276805,8.4674000099767,8.967200003098696,5.069800012279302,2.0904999983031303,0.0,True,ok,4628,4628
1153,73,7.300000000000001,9,215360.4518061,215360.4607179,8.02280000061728,8.91179998870939,4.6814000234007835,2.0114000071771443,0.0,True,ok,4287,4287
1154,74,7.4,9,215360.4852667,215360.494459,8.730500005185604,9.192299999995157,5.032599990954623,1.9854999845847487,0.0,True,ok,4455,4455
1155,75,7.5,9,215360.5189018,215360.5284161,8.072600001469254,9.514299978036433,4.758099996251985,1.9700000120792538,0.0,True,ok,4560,4560
1156,76,7.6000000000000005,9,215360.5519784,215360.5619015,9.444800001801923,9.923100005835295,6.022299989126623,2.112599991960451,0.0,True,ok,4662,4662
1157,77,7.7,9,215360.5854257,215360.5944981,8.265199983725324,9.072399989236146,4.831099999137223,2.0795000018551946,0.0,True,ok,4381,4381
1158,78,7.800000000000001,9,215360.6184575,215360.6273414,8.41109998873435,8.883899979991838,4.9811000062618405,1.9942999933846295,0.0,True,ok,4350,4350
1159,79,7.9,9,215360.6517444,215360.6615898,9.264099993743002,9.845399996265769,5.87610001093708,2.1170999971218407,0.0,True,ok,4058,4058
1160,80,8.0,9,215360.6854755,215360.6938671,7.587600004626438,8.391599985770881,4.489799990551546,1.8634000152815133,0.0,True,ok,4074,4074
1161,81,8.1,9,215360.7187352,215360.7274618,8.109200018225238,8.72660000459291,4.811599996173754,2.0409999997355044,0.0,True,ok,4080,4080
1162,82,8.200000000000001,9,215360.752237,215360.7620414,9.028200001921505,9.804400004213676,5.352799984393641,2.328800008399412,0.0,True,ok,4288,4288
1163,83,8.3,9,215360.7849835,215360.7944151,8.703900006366894,9.431600017705932,5.591299996012822,1.8379999964963645,0.0,True,ok,4269,4269
1164,84,8.4,9,215360.8184563,215360.8270538,8.055299986153841,8.597499981988221,4.6894999977666885,2.002499997615814,0.0,True,ok,3996,3996
1165,85,8.5,9,215360.8521511,215360.862298,9.497999999439344,10.146899992832914,5.876699986401945,2.2760999854654074,0.0,True,ok,4318,4318
1166,86,8.6,9,215360.8852031,215360.8939538,8.226100006140769,8.750699984375387,4.843100003199652,2.060500002698973,0.0,True,ok,4410,4410
1167,87,8.700000000000001,9,215360.9184139,215360.9277306,8.684700005687773,9.316699986811727,5.033800000092015,2.3302999907173216,0.0,True,ok,4345,4345
1168,88,8.8,9,215360.9522077,215360.9611566,8.223100012401119,8.94890000927262,4.8627999785821885,1.9738000119104981,0.0,True,ok,3995,3995
1169,89,8.9,9,215360.9851084,215360.9937728,8.162599988281727,8.66439999663271,4.830799996852875,1.9293999939691275,0.0,True,ok,4114,4114
1170,90,9.0,9,215361.018789,215361.0276272,8.088700007647276,8.838200010359287,4.837799991946667,1.9592000171542168,0.0,True,ok,4407,4407
1171,91,9.1,9,215361.0519491,215361.0616997,9.315499977674335,9.750600002007559,5.723300011595711,2.1973999973852187,0.0,True,ok,4504,4504
1172,92,9.200000000000001,9,215361.0855124,215361.0946222,8.638200000859797,9.109800012083724,4.9875999975483865,2.3597999825142324,0.0,True,ok,4602,4602
1173,93,9.3,9,215361.1187723,215361.1278609,8.517099980963394,9.088599996175617,4.975399991963059,2.1935999975539744,0.0,True,ok,4719,4719
1174,94,9.4,9,215361.1519718,215361.1614949,9.061899996595457,9.523100015940145,4.853700025705621,2.7858999965246767,0.0,True,ok,4623,4623
1175,95,9.5,9,215361.1850394,215361.1939263,8.409400004893541,8.886900002835318,4.846600000746548,2.200899994932115,33.06760001578368,True,ok,4555,4555
1176,96,9.600000000000001,9,215361.2188194,215361.2282688,8.92520000343211,9.449400007724762,5.071099993074313,2.2270000190474093,0.0,True,ok,4902,4902
1177,97,9.700000000000001,9,215361.2518568,215361.2622159,9.911500004818663,10.359100007917732,6.102999992435798,2.3267000215128064,0.0,True,ok,4793,4793
1178,98,9.8,9,215361.2850647,215361.2939683,8.298999979160726,8.903599984478205,4.752699984237552,2.007000002777204,0.0,True,ok,4857,4857
1179,99,9.9,9,215361.3187133,215361.3298563,10.407399997347966,11.143000010633841,4.748400009702891,4.212500003632158,33.64859998691827,True,ok,4985,4985
1180,100,10.0,9,215361.3521406,215361.3617014,9.01700000395067,9.56079998286441,5.555899988394231,1.9930000125896186,0.0,True,ok,4973,4973
1181,101,10.100000000000001,9,215361.3850026,215361.394724,9.259600017685443,9.721400012494996,5.644299992127344,2.2683999850414693,0.0,True,ok,4507,4507
1182,102,10.200000000000001,9,215361.4186106,215361.4274077,8.163199992850423,8.797099988441914,4.704399994807318,1.9240999827161431,0.0,True,ok,4834,4834
1183,103,10.3,9,215361.4521524,215361.4623648,9.092200023587793,10.212400025920942,5.725800001528114,1.9819999870378524,0.0,True,ok,4943,4943
1184,104,10.4,9,215361.4849274,215361.4934636,7.998699991730973,8.536200009984896,4.740400006994605,1.8438000115565956,0.0,True,ok,5082,5082
1185,105,10.5,9,215361.5186506,215361.5280686,8.710499998414889,9.418000001460314,4.813900013687089,2.2558000055141747,0.0,True,ok,4986,4986
1186,106,10.600000000000001,9,215361.5520818,215361.563478,10.879300010856241,11.396199988666922,5.529599991859868,3.931099985493347,0.0,True,ok,5037,5037
1187,107,10.700000000000001,9,215361.5852346,215361.5942635,8.564800024032593,9.02890000725165,4.989000008208677,2.1949000074528158,0.0,True,ok,5162,5162
1188,108,10.8,9,215361.6188194,215361.6277393,8.384799992199987,8.919899992179126,4.793600004632026,2.248200005851686,0.0,True,ok,4884,4884
1189,109,10.9,9,215361.6516177,215361.6602939,8.014899998670444,8.67619999917224,4.73230000352487,1.8734000041149557,0.0,True,ok,4890,4890
1190,110,11.0,9,215361.6851423,215361.6938646,8.212999993702397,8.72230000095442,4.632800002582371,2.203500014729798,0.0,True,ok,4848,4848
1191,111,11.100000000000001,9,215361.718626,215361.7279134,8.609000011347234,9.287400025641546,4.838099994231015,2.351200004341081,0.0,True,ok,5030,5030
1192,112,11.200000000000001,9,215361.7517108,215361.7617474,9.368400002131239,10.036600026069209,5.9837999870069325,2.035600016824901,0.0,True,ok,5114,5114
1193,113,11.3,9,215361.785318,215361.7960852,9.994300024118274,10.767200001282617,4.683800012571737,3.4527000098023564,33.60720002092421,True,ok,5293,5293
1194,114,11.4,9,215361.8184335,215361.8280882,9.030200017150491,9.654699999373406,4.776600020704791,2.5560999929439276,0.0,True,ok,5423,5423
1195,115,11.5,9,215361.8517417,215361.8608731,8.71029999689199,9.131400001933798,4.818899993551895,2.2969999990891665,0.0,True,ok,5340,5340
1196,116,11.600000000000001,9,215361.8850497,215361.8938916,8.262399991508573,8.841899980325252,4.6273999905679375,2.2481000050902367,0.0,True,ok,5279,5279
1197,117,11.700000000000001,9,215361.9186675,215361.9277155,8.583999995607883,9.048000007169321,4.9119000032078475,2.144900005077943,0.0,True,ok,5498,5498
1198,118,11.8,9,215361.9518045,215361.9604093,7.970599981490523,8.604800008470193,4.367700021248311,2.150600019376725,0.0,True,ok,5517,5517
1199,119,11.9,9,215361.9849786,215361.9935814,8.21849997737445,8.602799993241206,4.656399978557602,2.2236000222619623,0.0,True,ok,5266,5266
1200,0,0.0,10,215362.0207542,215362.0302832,8.95769998896867,9.529000002657995,5.282400001306087,2.170099993236363,35.775600001215935,True,ok,4708,4708
1201,1,0.1,10,215362.0519409,215362.0619866,9.589599998435006,10.045699978945777,6.113700015703216,2.100200013956055,0.0,True,ok,4681,4681
1202,2,0.2,10,215362.0854706,215362.0941864,8.194900001399219,8.715800009667873,4.75890000234358,2.0662000169977546,0.0,True,ok,4360,4360
1203,3,0.30000000000000004,10,215362.1186255,215362.1274848,8.356900012586266,8.859299996402115,4.807699995581061,2.1729999862145633,0.0,True,ok,4532,4532
1204,4,0.4,10,215362.1520181,215362.1605011,7.981300004757941,8.483000012347475,4.470099986065179,2.023099979851395,0.0,True,ok,4533,4533
1205,5,0.5,10,215362.1854493,215362.1942319,8.342400018591434,8.782599994447082,4.9094000132754445,2.1217000030446798,0.0,True,ok,4334,4334
1206,6,0.6000000000000001,10,215362.2189065,215362.2276517,8.229700004449114,8.745200000703335,4.871700017247349,2.0195000106468797,0.0,True,ok,4462,4462
1207,7,0.7000000000000001,10,215362.2517613,215362.2608588,7.998399989446625,9.097500005736947,4.56329999724403,2.0109000033698976,0.0,True,ok,4479,4479
1208,8,0.8,10,215362.2853234,215362.2939047,8.00939998589456,8.581300004152581,4.5541999861598015,2.0896999922115356,0.0,True,ok,4534,4534
1209,9,0.9,10,215362.318723,215362.3287698,9.491299977526069,10.04679998732172,6.08639998245053,2.0896999922115356,0.0,True,ok,4491,4491
1210,10,1.0,10,215362.3518496,215362.3627698,9.835900011239573,10.920200002146885,6.2830999959260225,2.136800001608208,0.0,True,ok,4600,4600
1211,11,1.1,10,215362.385321,215362.3942892,8.488299994496629,8.96819998160936,5.04190000356175,2.0785999950021505,0.0,True,ok,4781,4781
1212,12,1.2000000000000002,10,215362.4184671,215362.4276256,8.557199995266274,9.158499975455925,5.023800011258572,2.0835000032093376,33.14610000234097,True,ok,5044,5044
1213,13,1.3,10,215362.4518215,215362.4604104,7.993000006536022,8.58890000381507,4.428699990967289,2.1705999970436096,0.0,True,ok,4620,4620
1214,14,1.4000000000000001,10,215362.4852169,215362.4940588,8.178899995982647,8.841899980325252,4.577099985908717,2.221500006271526,0.0,True,ok,4785,4785
1215,15,1.5,10,215362.518453,215362.5280794,9.235500008799136,9.626400016713887,5.781999992905185,2.072300005238503,0.0,True,ok,5045,5045
1216,16,1.6,10,215362.5518147,215362.5623711,9.906699997372925,10.55639999685809,5.872800014913082,2.353799995034933,0.0,True,ok,5382,5382
1217,17,1.7000000000000002,10,215362.5851226,215362.5940676,8.244700002251193,8.945000008679926,4.807199991773814,2.023999986704439,0.0,True,ok,5312,5312
1218,18,1.8,10,215362.6183743,215362.627147,8.206300000892952,8.77270000637509,4.7768999938853085,1.947900018421933,0.0,True,ok,5363,5363
1219,19,1.9000000000000001,10,215362.6516888,215362.6604862,8.127100009005517,8.797400019830093,4.30410000262782,2.3244999756570905,0.0,True,ok,5455,5455
1220,20,2.0,10,215362.6854114,215362.6943177,8.349599986104295,8.906300005037338,4.625100002158433,2.1593999990727752,0.0,True,ok,5508,5508
1221,21,2.1,10,215362.7185498,215362.7279149,8.846899989293888,9.365100006107241,5.087099998490885,1.9106999970972538,0.0,True,ok,5300,5300
1222,22,2.2,10,215362.7520859,215362.7607848,8.187500003259629,8.698899997398257,4.425699997227639,2.2776999976485968,0.0,True,ok,5384,5384
1223,23,2.3000000000000003,10,215362.7850562,215362.7939566,8.377500023925677,8.900400018319488,4.705300001660362,2.2363000025507063,0.0,True,ok,5355,5355
1224,24,2.4000000000000004,10,215362.8185949,215362.8303227,11.03789999615401,11.727800010703504,7.175600010668859,2.155299996957183,0.0,True,ok,5072,5072
1225,25,2.5,10,215362.8522044,215362.8625204,9.920100012095645,10.315999999875203,5.616599984932691,2.9580999980680645,0.0,True,ok,4851,4851
1226,26,2.6,10,215362.8854284,215362.894266,8.394399977987632,8.83759997668676,4.953399999067187,2.027999988058582,0.0,True,ok,4933,4933
1227,27,2.7,10,215362.9186889,215362.9273821,8.23179999133572,8.693199983099476,4.696399992099032,2.1323999972082675,0.0,True,ok,4889,4889
1228,28,2.8000000000000003,10,215362.951723,215362.9604773,8.284499985165894,8.754299982683733,4.790999984834343,2.140600001439452,0.0,True,ok,4508,4508
1229,29,2.9000000000000004,10,215362.9853769,215362.994028,8.203399978810921,8.65109998267144,4.704300023149699,2.130199980456382,0.0,True,ok,4516,4516
1230,30,3.0,10,215363.0185243,215363.0289586,10.023800015915185,10.434300027554855,6.599600019399077,1.9600999949034303,33.14739998313598,True,ok,4326,4326
1231,31,3.1,10,215363.0521674,215363.0618967,9.327700012363493,9.729300014441833,5.905099998926744,2.0240000158082694,33.64310000324622,True,ok,4407,4407
1232,32,3.2,10,215363.0852917,215363.0939917,8.26440000673756,8.7000000057742,4.885400005150586,2.0816999895032495,0.0,True,ok,4113,4113
1233,33,3.3000000000000003,10,215363.1183925,215363.1274274,8.55339999543503,9.03489999473095,4.637600010028109,2.6259000005666167,0.0,True,ok,4211,4211
1234,34,3.4000000000000004,10,215363.1520519,215363.1603547,7.822599989594892,8.3028000080958,4.5368999999482185,1.9978999916929752,0.0,True,ok,4198,4198
1235,35,3.5,10,215363.1851993,215363.1939999,8.248799975262955,8.80059998598881,4.5737000182271,2.408299973467365,0.0,True,ok,4125,4125
1236,36,3.6,10,215363.2189284,215363.2296291,9.610000008251518,10.700700018787757,6.152799993287772,2.226199983851984,0.0,True,ok,4267,4267
1237,37,3.7,10,215363.252201,215363.2615172,7.968399993842468,9.316200012108311,4.7488000127486885,1.9606999994721264,0.0,True,ok,3805,3805
1238,38,3.8000000000000003,10,215363.2850904,215363.2939128,8.352500008186325,8.822400006465614,4.832600010558963,2.2536000178661197,0.0,True,ok,3921,3921
1239,39,3.9000000000000004,10,215363.3187336,215363.3283814,8.395300013944507,9.647800005041063,4.922199994325638,2.1421000128611922,0.0,True,ok,3864,3864
1240,40,4.0,10,215363.3519092,215363.3607026,8.103200001642108,8.79340001847595,4.74259999464266,1.9007999799214303,0.0,True,ok,3828,3828
1241,41,4.1000000000000005,10,215363.3854452,215363.3974434,11.310200003208593,11.998200003290549,7.946900004753843,2.12459999602288,0.0,True,ok,3659,3659
1242,42,4.2,10,215363.4184936,215363.4272471,8.180999982869253,8.753499976592138,4.6944000059738755,2.203300013206899,0.0,True,ok,3989,3989
1243,43,4.3,10,215363.4521102,215363.4608174,8.213699999032542,8.70719997328706,4.739000025438145,2.150199987227097,33.61660000518896,True,ok,4294,4294
1244,44,4.4,10,215363.4851267,215363.4940624,8.3176999760326,8.935699996072799,4.887699993560091,2.157400012947619,0.0,True,ok,4623,4623
1245,45,4.5,10,215363.5184741,215363.5278697,8.95319998380728,9.395599976414815,5.2180000056978315,2.3443000100087374,0.0,True,ok,4708,4708
1246,46,4.6000000000000005,10,215363.5520277,215363.560584,7.989000005181879,8.55629998841323,4.623300017556176,2.055999997537583,0.0,True,ok,4834,4834
1247,47,4.7,10,215363.5853393,215363.5941366,8.207700011553243,8.797299989964813,4.584600013913587,2.3241000017151237,0.0,True,ok,4677,4677
1248,48,4.800000000000001,10,215363.6184006,215363.6268193,7.811999996192753,8.418699988396838,4.608899995218962,1.9902999920304865,0.0,True,ok,4591,4591
1249,49,4.9,10,215363.6521142,215363.6620459,9.03180000022985,9.931700013112277,5.045400001108646,2.3788000107742846,0.0,True,ok,4442,4442
1250,50,5.0,10,215363.6850698,215363.6941102,8.478800009470433,9.040400007506832,5.015799979446456,2.1938999998383224,0.0,True,ok,4408,4408
1251,51,5.1000000000000005,10,215363.718585,215363.7278618,8.605599985457957,9.276800003135577,4.956499993568286,2.369199995882809,0.0,True,ok,4418,4418
1252,52,5.2,10,215363.7519715,215363.7608658,8.189699990907684,8.894300000974908,4.80339999194257,2.0337000023573637,0.0,True,ok,4600,4600
1253,53,5.300000000000001,10,215363.7850478,215363.7937168,8.001099980901927,8.66900000255555,4.698600008850917,2.0355999877210706,0.0,True,ok,4489,4489
1254,54,5.4,10,215363.8187036,215363.8284109,8.280999987618998,9.707299992442131,4.794899985427037,2.1336000063456595,0.0,True,ok,4625,4625
1255,55,5.5,10,215363.8518659,215363.8604662,8.136400021612644,8.600300003308803,4.602500004693866,2.228399971500039,0.0,True,ok,4379,4379
1256,56,5.6000000000000005,10,215363.8854296,215363.8942704,8.354199992027134,8.84080000105314,5.067999998573214,2.0763000065926462,0.0,True,ok,4212,4212
1257,57,5.7,10,215363.9186864,215363.9279211,8.606899995356798,9.234700002707541,4.923800006508827,2.351900009671226,0.0,True,ok,4229,4229
1258,58,5.800000000000001,10,215363.9519806,215363.9605153,7.95319999451749,8.534699998563156,4.611299984389916,2.0668999932240695,0.0,True,ok,4294,4294
1259,59,5.9,10,215363.9850726,215363.9941203,8.112999988952652,9.047700004884973,4.506700002821162,2.2721999848727137,0.0,True,ok,4337,4337
1260,60,6.0,10,215364.0186316,215364.0283104,9.174300008453429,9.678800008259714,5.499199993209913,2.362400002311915,0.0,True,ok,4334,4334
1261,61,6.1000000000000005,10,215364.0517323,215364.06064,8.422300015809014,8.907700015697628,4.709400003775954,2.251900004921481,0.0,True,ok,4169,4169
1262,62,6.2,10,215364.0852714,215364.0945973,8.191000000806525,9.325899998657405,4.6208999992813915,2.2409000084735453,0.0,True,ok,4172,4172
1263,63,6.300000000000001,10,215364.1186081,215364.1275246,8.376299985684454,8.916499995393679,4.779799986863509,2.373800001805648,0.0,True,ok,4147,4147
1264,64,6.4,10,215364.1526812,215364.160826,7.696799992118031,8.144799998262897,4.420300014317036,1.996200007852167,0.0,True,ok,4178,4178
1265,65,6.5,10,215364.1851547,215364.1937033,8.162399986758828,8.548599987989292,5.036399990785867,1.9275000086054206,0.0,True,ok,4169,4169
1266,66,6.6000000000000005,10,215364.2188645,215364.2275883,8.239400020102039,8.72380001237616,4.8571999941486865,2.1440999989863485,0.0,True,ok,4168,4168
1267,67,6.7,10,215364.251795,215364.2600618,7.749600015813485,8.266800025012344,4.484899982344359,2.0222000021021813,0.0,True,ok,4086,4086
1268,68,6.800000000000001,10,215364.2850334,215364.2938785,8.366299996851012,8.84510000469163,4.893600009381771,2.2467999951913953,0.0,True,ok,4379,4379
1269,69,6.9,10,215364.3188972,215364.3274081,8.137199998600408,8.510900021065027,4.811299993889406,1.9789999932982028,0.0,True,ok,4282,4282
1270,70,7.0,10,215364.3517904,215364.3614148,9.12819997756742,9.6244000014849,5.799900012789294,2.0867999992333353,0.0,True,ok,4247,4247
1271,71,7.1000000000000005,10,215364.3849246,215364.394094,8.742699981667101,9.169400000246242,4.892600001767278,2.5693000061437488,0.0,True,ok,4354,4354
1272,72,7.2,10,215364.418724,215364.4279468,7.998099987162277,9.222799999406561,4.602499975590035,2.1226999815553427,0.0,True,ok,4628,4628
1273,73,7.300000000000001,10,215364.4516574,215364.4620912,9.770500008016825,10.433799994643778,4.8537999973632395,3.5871000145561993,0.0,True,ok,4287,4287
1274,74,7.4,10,215364.4850653,215364.4946537,8.988500019768253,9.588400018401444,5.623300006845966,2.036500023677945,0.0,True,ok,4455,4455
1275,75,7.5,10,215364.5189275,215364.5283719,8.98139999480918,9.444399998756126,5.0571000028867275,2.5794999965000898,0.0,True,ok,4560,4560
1276,76,7.6000000000000005,10,215364.5519438,215364.5620793,9.213399986037984,10.135499993339181,5.2961999899707735,2.5319000124000013,0.0,True,ok,4662,4662
1277,77,7.7,10,215364.5851511,215364.5949076,8.99929998558946,9.756499988725409,5.018399999244139,2.5081999774556607,0.0,True,ok,4381,4381
1278,78,7.800000000000001,10,215364.6188945,215364.6280384,8.564599993405864,9.143900009803474,4.848100012168288,2.142499986803159,0.0,True,ok,4350,4350
1279,79,7.9,10,215364.6520254,215364.661592,9.039399999892339,9.56659999792464,4.742399993119761,2.7535000117495656,0.0,True,ok,4058,4058
1280,80,8.0,10,215364.6854482,215364.6954487,9.36809999984689,10.000499984016642,5.242600018391386,2.698600001167506,0.0,True,ok,4074,4074
1281,81,8.1,10,215364.7185959,215364.7286913,9.186699986457825,10.095400008140132,5.276200012303889,2.4769000010564923,0.0,True,ok,4080,4080
1282,82,8.200000000000001,10,215364.7518006,215364.7613053,8.846399985486642,9.504699992248788,5.78859998495318,1.8635000160429627,0.0,True,ok,4288,4288
1283,83,8.3,10,215364.7854816,215364.7945884,7.970599981490523,9.106799989240244,4.852799989748746,1.9198000081814826,0.0,True,ok,4269,4269
1284,84,8.4,10,215364.8187249,215364.8272818,7.930300023872405,8.556900022085756,4.751100001158193,2.0121000125072896,0.0,True,ok,3996,3996
1285,85,8.5,10,215364.8520243,215364.8608866,7.647900027222931,8.862300019245595,4.2708999826572835,2.1524000039789826,0.0,True,ok,4318,4318
1286,86,8.6,10,215364.885363,215364.8937243,7.734799990430474,8.361299987882376,4.603799985488877,1.9194000051356852,0.0,True,ok,4410,4410
1287,87,8.700000000000001,10,215364.9184903,215364.9269989,7.853499992052093,8.508599974447861,4.6845000179018825,1.9610000017564744,0.0,True,ok,4345,4345
1288,88,8.8,10,215364.9520355,215364.9621084,9.480600012466311,10.072900011437014,5.6958999775815755,2.3079999955371022,0.0,True,ok,3995,3995
1289,89,8.9,10,215364.9852988,215364.9935112,7.697199995163828,8.212400018237531,4.626699985237792,1.9256000232417136,0.0,True,ok,4114,4114
1290,90,9.0,10,215365.0185269,215365.0272533,8.075200021266937,8.726400003070012,4.887099988991395,2.0006000122521073,0.0,True,ok,4407,4407
1291,91,9.1,10,215365.0518742,215365.0618452,9.501900000032037,9.970999992219731,5.916699999943376,2.282000001287088,33.347299991874024,True,ok,4504,4504
1292,92,9.200000000000001,10,215365.0851583,215365.0944923,8.323400019435212,9.33400000212714,4.947600013110787,2.142000012099743,33.28410000540316,True,ok,4602,4602
1293,93,9.3,10,215365.1187754,215365.1276963,8.46290000481531,8.920899999793619,4.978399985702708,2.2301000135485083,0.0,True,ok,4719,4719
1294,94,9.4,10,215365.1520799,215365.1602648,7.713099999818951,8.184900012565777,4.429699998581782,2.0370999991428107,0.0,True,ok,4623,4623
1295,95,9.5,10,215365.1853068,215365.1937873,8.096700010355562,8.480499993311241,4.6254999761004,2.194100001361221,0.0,True,ok,4555,4555
1296,96,9.600000000000001,10,215365.2183442,215365.228326,9.278700017603114,9.981800016248599,4.9860000144690275,2.9415999888442457,0.0,True,ok,4902,4902
1297,97,9.700000000000001,10,215365.2520597,215365.2612643,8.51340001099743,9.204600006341934,4.691800015280023,2.355200005695224,0.0,True,ok,4793,4793
