clip,frame,time_s,mode,post_ms,core_ms,processing_ms,alpha_area_px,status
thermal_assumed,24,2.4,continuous,5.513599986443296,18.86219999869354,24.375799985136837,8842.21875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,24,2.4,smooth,3.6843999987468123,18.86219999869354,22.546599997440353,8808.1708984375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,25,2.5,legacy_3,0.4504999960772693,18.91139999497682,19.361899991054088,9535.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,25,2.5,thin_3,2.1532000100705773,18.91139999497682,21.064600005047396,6524.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,25,2.5,banded,3.633700020145625,18.91139999497682,22.545100015122443,8549.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,25,2.5,continuous,3.5905000113416463,18.91139999497682,22.501900006318465,8301.884765625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,25,2.5,smooth,3.039200004423037,18.91139999497682,21.950599999399856,8269.353515625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,26,2.6,legacy_3,0.47240001731552184,19.918999983929098,20.39140000124462,9715.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,26,2.6,thin_3,1.913700019940734,19.918999983929098,21.83270000386983,6755.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,26,2.6,banded,2.151599997887388,19.918999983929098,22.070599981816486,8997.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,26,2.6,continuous,3.3352999889757484,19.918999983929098,23.254299972904846,8723.935546875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,26,2.6,smooth,2.730000007431954,19.918999983929098,22.648999991361052,8691.4541015625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,27,2.7,legacy_3,0.4484000091906637,19.46809998480603,19.916499993996695,9591.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,27,2.7,thin_3,1.8091999809257686,19.46809998480603,21.2772999657318,6485.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,27,2.7,banded,2.62539999675937,19.46809998480603,22.0934999815654,8964.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,27,2.7,continuous,2.727100014453754,19.46809998480603,22.195199999259785,8571.75,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,27,2.7,smooth,2.739599993219599,19.46809998480603,22.20769997802563,8541.1435546875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,28,2.8,legacy_3,0.4573000187519938,19.02090001385659,19.478200032608584,8659.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,28,2.8,thin_3,2.3726000217720866,19.02090001385659,21.393500035628676,5692.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,28,2.8,banded,2.274900005431846,19.02090001385659,21.295800019288436,8701.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,28,2.8,continuous,2.94539998867549,19.02090001385659,21.96630000253208,8162.25537109375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,28,2.8,smooth,3.056699992157519,19.02090001385659,22.07760000601411,8138.85546875,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,29,2.9,legacy_3,0.8432000176981091,19.10540001699701,19.94860003469512,8847.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,29,2.9,thin_3,2.7612000121735036,19.10540001699701,21.866600029170513,5963.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,29,2.9,banded,2.1177000016905367,19.10540001699701,21.223100018687546,9026.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,29,2.9,continuous,2.7178000018466264,19.10540001699701,21.823200018843636,8554.27734375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,29,2.9,smooth,2.7492000081110746,19.10540001699701,21.854600025108084,8529.7099609375,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,30,3.0,legacy_3,0.4771999956574291,18.73199999681674,19.20919999247417,8362.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,30,3.0,thin_3,1.9610000017564744,18.73199999681674,20.692999998573214,5540.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,30,3.0,banded,2.193799999076873,18.73199999681674,20.925799995893613,8303.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,30,3.0,continuous,2.7553999971132725,18.73199999681674,21.487399993930012,7974.75048828125,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,30,3.0,smooth,2.845199982402846,18.73199999681674,21.577199979219586,7954.3994140625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,31,3.1,legacy_3,0.8637999999336898,18.904900003690273,19.768700003623962,8534.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,31,3.1,thin_3,4.82549998559989,18.904900003690273,23.730399989290163,5851.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,31,3.1,banded,4.595400008838624,18.904900003690273,23.500300012528896,8638.0,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,31,3.1,continuous,6.563599978107959,18.904900003690273,25.46849998179823,8318.390625,ASSUMED DEPTH - NOT SENSOR DATA
thermal_assumed,31,3.1,smooth,4.634699987946078,18.904900003690273,23.53959999163635,8297.27734375,ASSUMED DEPTH - NOT SENSOR DATA
